major,school,degree_level,academic_year,plan_status,requirement_group,course_code,course_title,course_type,credit_hours,prerequisites,source_page,source
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301122,English Intermediate,,,30301121,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301123,English Upper-Intermediate,,,30301122,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301130,Foundational French Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301131,French language Level 1,,,30301130,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301132,French Language Level 2,,,30301131,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301133,French Language Level 3,,,30301132,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301140,Foundational German Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301141,German Language level 1,,,30301140,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301160,Foundational Turkish Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301170,Foundational Italian Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301171,Italian language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301180,Chinese 1,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301221,Development Academic Writing,,,30301124,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301222,Research and Technical Writing,,,30301124,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30302121,Science & Society Seminar I: Arab Contributions to Science and Arts,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30302122,Science & Society Seminar II: Philosophy of Science,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30302123,Art Appreciation and Techniques,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30302124,Civil & Professional Culture,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30302129,Military Science,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,40302111,Professional Skills,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,40302112,Professional Practice,,,40302111,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Energy Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,40302231,Entrepreneurship Boot camp,,,30301123 &40302211,5,73f333d7-5819-ed11-b847-00155d140b05_f6979bdb96b1410f9409d547020c9359.pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201120,Game Design,HTU ﻰﻟﻭﻻﺍ,3.0,,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201160,Creative Games Development,HTU ﻰﻟﻭﻻﺍ,3.0,201120 Game Design,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201262,Games Engine,HTU ﺔﻴﻧﺎﺜﻟﺍ,3.0,201160 Creative Games Development,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201263,Advanced Scripting for Games,HTU ﺔﻴﻧﺎﺜﻟﺍ,3.0,201262 Games Engine,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201264,Immersive Technology Development,HTU ﺔﻴﻧﺎﺜﻟﺍ,3.0,201262 Games Engine,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201270,Special Topics in Game Development,HTU ﺔﻴﻧﺎﺜﻟﺍ,3.0,201262 Games Engine,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000201290,On -Job training HNC,HTU ﺔﻴﻧﺎﺜﻟﺍ,12.0,,6,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0000203280,Security,HNC ﺔﻴﻧﺎﺜﻟﺍ,3.0,40303130 Fundamentals of Computing,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0010203180,Networking,HNC ﻰﻟﻭﻻﺍ,3.0,40303130 Fundamentals of Computing,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0010204282,& Database Design Development,HNC ﺔﻴﻧﺎﺜﻟﺍ,3.0,40201100 Programming,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030301110,Remedial Arabic Language,HTU ﻰﻟﻭﻻﺍ,3.0,,4,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030301111,& Arabic Language Communication Skills,HTU ﻰﻟﻭﻻﺍ,1.0,30301110 Remedial Arabic Language,3,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030301120,Pre-Foundation English Elementary Intensive + Lab,HTU ﻰﻟﻭﻻﺍ,4.0,,4,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030301121,English Pre-Intermediate Intensive + Lab,HTU ﻰﻟﻭﻻﺍ,4.0,30301120 Pre-Foundation English Elementary Intensive + Lab,3,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030301122,English Intermediate,HTU ﻰﻟﻭﻻﺍ,3.0,30301121 English Pre-Intermediate Intensive + Lab,3,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030302129,Military Sciences,HTU ﻰﻟﻭﻻﺍ,1.0,,3,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030303110,Remedial Math,HTU ﻰﻟﻭﻻﺍ,2.0,,4,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0030303111,Functional Math,HTU ﻰﻟﻭﻻﺍ,3.0,30303110 Remedial Math,5,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040201100,Programming,HNC ﻰﻟﻭﻻﺍ,3.0,40303130 Fundamentals of Computing,5,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040201220,Software Development Lifecycles,HNC ﺔﻴﻧﺎﺜﻟﺍ,3.0,40201100 Programming,7,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040201260,& Website Design Development,HNC ﺔﻴﻧﺎﺜﻟﺍ,3.0,40201100 Programming,8,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040201290,a Computing Project Planning,HNC ﺔﻴﻧﺎﺜﻟﺍ,4.0,40302211 Professional Practice,5,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040302111,Professional Skills,HTU ﻰﻟﻭﻻﺍ,1.0,,3,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040302211,Professional Practice,HNC ﺔﻴﻧﺎﺜﻟﺍ,3.0,30302111 ) I Soft Skills OR 40302111 ( Professional Skills AND 30301122 English Intermediate,5,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040303121,Maths for Computing,HNC ﻰﻟﻭﻻﺍ,3.0,30303111 Functional Math,8,GameDesign_studyplan(2).pdf
Game Design and Development,School of Computing and Informatics,Technician,,current,Study Plan,0040303130,Fundamentals of Computing,HTU ﻰﻟﻭﻻﺍ,4.0,,5,GameDesign_studyplan(2).pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00101100,Introduction to Engineering Drawing,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00101103,Workshop I,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00101104,Workshop II,HTU,,00101103,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00101112,Engineering Design,HNC,,00101100,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00102102,STEM Lab II,HTU,,00103101,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00102111,Engineering Science,HNC,,30303112,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00102220,Managing a Professional,HNC,,00101112,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00102522,Maintenance Engineering,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00102523,"Health, Safety and Environment",,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00103101,STEM Lab I,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00103110,Engineering Math,HNC,,30303111,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00103383,Programming Logic Controllers,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00103555,Industrial Robotics,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106200,Intro to AI and Data Science,HTU,,40303130 & 00103110,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106503,Machine Learning Operations,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106504,Special Topics in Industrial Engineering,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106513,Special Topics in Optimization and Decision Making,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106524,"Supply Chain Risk, Disruption, and Resilience",,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106525,Supply Chain Technologies,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106526,E-commerce and Omni-channel Logistics,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106533,Industrial Engineering application in healthcare,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106550,Ergonomics,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106562,Business and Labor Law,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106563,Principles of Sales and Marketing,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,00106570,Introduction to electronics manufacturing,,,,7,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,30303111,Functional Math,HTU,,Placement test,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,30303112,Functional Physics,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,School Requirements,40303130,Fundamentals of Computing,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301121,Pre-Intermediate English Intensive + Lab,,4,30301120 Pre-Foundation English Elementary Intensive,3,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301122,English Intermediate,,3,30301121,3,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301123,English Upper-Intermediate,,3,30301122,3,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301124,English Advanced,,3,30301123,3,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301130,Foundational French Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301131,French Language Level 1,,1,30301130,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301140,Foundational German Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301141,German Language level 1,,1,30301140,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301150,Foundational Spanish Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301160,Foundational Turkish Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301170,Foundational Italian Language,,1,0,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301171,Italian Language,,1,30301170,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301180,Chinese 1,,1,0,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301221,Development Academic Writing,,1,30301124,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301222,Research and Technical Writing,,1,30301124,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301232,French Language Level 2,,1,30301131,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30301233,French Language Level 3,,1,30301232,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302121,Science & Society Seminar I: Arab Contributions to Science and Arts,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302122,Science & Society Seminar II: Philosophy of Science,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302123,Art Appreciation and Techniques,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302124,Civil & Professional Culture,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302125,Rights and Responsibilities: Understanding Human Rights,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302126,Introduction to cultural Anthropology-Focus on Urban Anthropology,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302127,"Jerusalem, History and Civilization",,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302128,Jordan: History and Civilization,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302133,Principles of Management,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302134,Strategies for Industry Competitiveness: Tools & Techniques,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302135,Principles of Accounting,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,30302136,Principles of Economics,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,BSc,,current,University Requirements,40302111,Professional Skills,,1,-,3,73f333d7-5819-ed11-b847-00155d140b05_dfa802bd63304a1aa7176d91b73ea434.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00101100,Introduction to Engineering Drawing,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00101103,Workshop I,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00101104,Workshop II,HTU,,00101103,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00101112,Engineering Design,HNC,,00101100,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00102102,STEM Lab II,HTU,,00103101,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00102111,Engineering Science,HNC,,30303112,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00102220,Managing a Professional,HNC,,00101112,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00103101,STEM Lab I,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00103110,Engineering Math,HNC,,30303111,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,00106200,Intro to AI and Data Science,HTU,,40303130 & 00103110,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,30303111,Functional Math,HTU,,Placement test,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,30303112,Functional Physics,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,School Requirements,40303130,Fundamentals of Computing,HTU,,-,5,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301121,Pre-Intermediate English Intensive + Lab,,4,30301120 Pre-Foundation English Elementary Intensive,3,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301122,English Intermediate,,3,30301121,3,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301123,English Upper-Intermediate,,3,30301122,3,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301130,Foundational French Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301131,French Language Level 1,,1,30301130,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301140,Foundational German Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301141,German Language level 1,,1,30301140,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301150,Foundational Spanish Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301160,Foundational Turkish Language,,1,-,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301170,Foundational Italian Language,,1,0,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301171,Italian Language,,1,30301170,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301180,Chinese 1,,1,0,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301221,Development Academic Writing,,1,30301124,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301222,Research and Technical Writing,,1,30301124,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301232,French Language Level 2,,1,30301131,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
Industrial Engineering,School of Engineering Technology,Technical,,current,University Requirements,30301233,French Language Level 3,,1,30301232,4,73f333d7-5819-ed11-b847-00155d140b05_4d459081a0444778a3f176d714b3c201.pdf
